Bacteria1,Bacteria2,Distance
Neisseria gonorrhoeae,Mycoplasma pneumoniae,0.3025
Neisseria gonorrhoeae,Gardnerella vaginalis,0.2528
Neisseria gonorrhoeae,Campylobacter spp,0.2647
Neisseria gonorrhoeae,Legionella pneumophila,0.1791
Neisseria gonorrhoeae,Clostridium septicum,0.2537
Neisseria gonorrhoeae,Clostridium perfringens,0.2572
Neisseria gonorrhoeae,C. trachomatis,0.2515
Neisseria gonorrhoeae,Prevotella bivia,0.3027
Neisseria gonorrhoeae,Streptococcus pyogenes,0.2446
Neisseria gonorrhoeae,Neisseria meningitidis,0.0545
Neisseria gonorrhoeae,S. ParatyphiA,0.1787
Neisseria gonorrhoeae,S.Typhi,0.1787
Neisseria gonorrhoeae,Klebsiella pneumoniae,0.1979
Neisseria gonorrhoeae,E. coli,0.1943
Neisseria gonorrhoeae,Staphylococcus aureus,0.2481
Neisseria gonorrhoeae,Brucella melitensis,0.2097
Neisseria gonorrhoeae,Brucella abortus,0.2098
Neisseria gonorrhoeae,Moraxella catarrhalis,0.1744
Neisseria gonorrhoeae,Haemophilus influenzae,0.1402
Neisseria gonorrhoeae,Streptococcus pneumoniae,0.2363
Neisseria gonorrhoeae,V. cholerae,0.1724
Staphylococcus aureus,Staphylococcus aureus,0
Staphylococcus aureus,Enterobacter agglomerans,0.2392
Staphylococcus aureus,Enterobacter gergoviae,0.2211
Staphylococcus aureus,Mycobacterium fortuitum,0.2153
Staphylococcus aureus,M. abscessus,0.2229
Staphylococcus aureus,Staphylococcus intermedius,0.1785
Staphylococcus aureus,Streptococcus constellatus,0.1778
Staphylococcus aureus,Streptococcus anginosus,0.1785
Staphylococcus aureus,Streptobacillus moniliformis,0.2479
Staphylococcus aureus,Spirillum minus,0.2479
Staphylococcus aureus,Capnocytophaga canimorsus,0.1953
Staphylococcus aureus,Pasteurella multocida,0.2588
Staphylococcus aureus,Ureaplasma urealyticum,0.2576
Staphylococcus aureus,Cutibacterium acnes,0.2295
Staphylococcus aureus,Listeria monocytogenes,0.1363
Staphylococcus aureus,Enterococcus faecium,0.1492
Staphylococcus aureus,Stenotrophomonas maltophilia,0.2498
Staphylococcus aureus,Enterobacter aerogenes,0.2388
Staphylococcus aureus,E. cloacae,0.2351
Staphylococcus aureus,Acinetobacter baumannii,0.2371
Staphylococcus aureus,Streptococcus hemolyticus,0.1794
Staphylococcus aureus,Proteus mirabilis,0.2582
Staphylococcus aureus,Burkholderia pseudomallei,0.2595
Staphylococcus aureus,C. difficile,0.193
Staphylococcus aureus,Staphylococcus epidermidis,0.2017
Staphylococcus aureus,Pseudomonas aeruginosa,0.243
Staphylococcus aureus,Streptococcus agalactiae,0.1893
Staphylococcus aureus,Morganella morganii,0.2709
Staphylococcus aureus,Kingella kingae,0.2409
Staphylococcus aureus,Eikenella corrodens,0.2426
Staphylococcus aureus,Cardiobacterium hominis,0.2288
Staphylococcus aureus,Aggregatibacter actinomycetemcomitans,0.2602
Staphylococcus aureus,Haemophilus parainfluenzae,0.2552
Staphylococcus aureus,Enterococcus faecalis,0.1739
Staphylococcus aureus,G Streptococcus,0.1799
Staphylococcus aureus,Salmonella enterica,0.238
Staphylococcus aureus,Shigella dysenteriae,0.2305
Staphylococcus aureus,Staphylococcus lugdunensis,0.201
Staphylococcus aureus,Staphylococcus saprophyticus,0.2049
Staphylococcus aureus,Chlamydophila pneumoniae,0.2802
Staphylococcus aureus,Mycoplasma pneumoniae,0.2556
Staphylococcus aureus,Gardnerella vaginalis,0.2391
Staphylococcus aureus,Campylobacter spp,0.2528
Staphylococcus aureus,Legionella pneumophila,0.2361
Staphylococcus aureus,Clostridium septicum,0.2006
Staphylococcus aureus,Clostridium perfringens,0.1929
Staphylococcus aureus,C. trachomatis,0.2798
Staphylococcus aureus,Prevotella bivia,0.2749
Staphylococcus aureus,Streptococcus pyogenes,0.1794
Staphylococcus aureus,Neisseria meningitidis,0.2443
Staphylococcus aureus,S. ParatyphiA,0.238
Staphylococcus aureus,S.Typhi,0.238
Staphylococcus aureus,Klebsiella pneumoniae,0.2285
Staphylococcus aureus,E. coli,0.1824
Staphylococcus aureus,Neisseria gonorrhoeae,0.2481
Staphylococcus aureus,Brucella melitensis,0.2137
Staphylococcus aureus,Brucella abortus,0.2138
Staphylococcus aureus,Moraxella catarrhalis,0.2442
Staphylococcus aureus,Haemophilus influenzae,0.2432
Staphylococcus aureus,Streptococcus pneumoniae,0.2055
Staphylococcus aureus,V. cholerae,0.2363
Brucella melitensis,Brucella melitensis,0
Brucella melitensis,Enterobacter agglomerans,0.2121
Brucella melitensis,Enterobacter gergoviae,0.2167
Brucella melitensis,Mycobacterium fortuitum,0.2221
Brucella melitensis,M. abscessus,0.214
Brucella melitensis,Staphylococcus intermedius,0.2093
Brucella melitensis,Streptococcus constellatus,0.2127
Brucella melitensis,Streptococcus anginosus,0.23
Brucella melitensis,Streptobacillus moniliformis,0.2376
Brucella melitensis,Spirillum minus,0.2376
Brucella melitensis,Capnocytophaga canimorsus,0.2388
Brucella melitensis,Pasteurella multocida,0.2127
Brucella melitensis,Ureaplasma urealyticum,0.2625
Brucella melitensis,Cutibacterium acnes,0.2218
Brucella melitensis,Listeria monocytogenes,0.2113
Brucella melitensis,Enterococcus faecium,0.2245
Brucella melitensis,Stenotrophomonas maltophilia,0.2195
Brucella melitensis,Enterobacter aerogenes,0.2078
Brucella melitensis,E. cloacae,0.212
Brucella melitensis,Acinetobacter baumannii,0.1977
Brucella melitensis,Streptococcus hemolyticus,0.2243
Brucella melitensis,Proteus mirabilis,0.2122
Brucella melitensis,Burkholderia pseudomallei,0.2231
Brucella melitensis,C. difficile,0.2053
Brucella melitensis,Staphylococcus epidermidis,0.2196
Brucella melitensis,Pseudomonas aeruginosa,0.2178
Brucella melitensis,Streptococcus agalactiae,0.228
Brucella melitensis,Morganella morganii,0.2171
Brucella melitensis,Kingella kingae,0.1983
Brucella melitensis,Eikenella corrodens,0.2139
Brucella melitensis,Cardiobacterium hominis,0.1883
Brucella melitensis,Aggregatibacter actinomycetemcomitans,0.2182
Brucella melitensis,Haemophilus parainfluenzae,0.2204
Brucella melitensis,Enterococcus faecalis,0.2125
Brucella melitensis,G Streptococcus,0.225
Brucella melitensis,Salmonella enterica,0.2116
Brucella melitensis,Shigella dysenteriae,0.2137
Brucella melitensis,Staphylococcus lugdunensis,0.2168
Brucella melitensis,Staphylococcus saprophyticus,0.213
Brucella melitensis,Chlamydophila pneumoniae,0.2761
Brucella melitensis,Mycoplasma pneumoniae,0.2732
Brucella melitensis,Gardnerella vaginalis,0.2427
Brucella melitensis,Campylobacter spp,0.2171
Brucella melitensis,Legionella pneumophila,0.2085
Brucella melitensis,Clostridium septicum,0.2047
Brucella melitensis,Clostridium perfringens,0.2053
Brucella melitensis,C. trachomatis,0.2522
Brucella melitensis,Prevotella bivia,0.2619
Brucella melitensis,Streptococcus pyogenes,0.2243
Brucella melitensis,Neisseria meningitidis,0.2089
Brucella melitensis,S. ParatyphiA,0.2116
Brucella melitensis,S.Typhi,0.2116
Brucella melitensis,Klebsiella pneumoniae,0.2193
Brucella melitensis,E. coli,0.2117
Brucella melitensis,Neisseria gonorrhoeae,0.2097
Brucella melitensis,Staphylococcus aureus,0.2137
Brucella melitensis,Brucella abortus,0.0029
Brucella melitensis,Moraxella catarrhalis,0.1931
Brucella melitensis,Haemophilus influenzae,0.2146
Brucella melitensis,Streptococcus pneumoniae,0.2292
Brucella melitensis,V. cholerae,0.2118
Brucella abortus,Brucella abortus,0
Brucella abortus,Enterobacter agglomerans,0.2121
Brucella abortus,Enterobacter gergoviae,0.2167
Brucella abortus,Mycobacterium fortuitum,0.2221
Brucella abortus,M. abscessus,0.214
Brucella abortus,Staphylococcus intermedius,0.214
Brucella abortus,Streptococcus constellatus,0.2131
Brucella abortus,Streptococcus anginosus,0.2304
Brucella abortus,Streptobacillus moniliformis,0.2374
Brucella abortus,Spirillum minus,0.2374
Brucella abortus,Capnocytophaga canimorsus,0.2388
Brucella abortus,Pasteurella multocida,0.2176
Brucella abortus,Ureaplasma urealyticum,0.2626
Brucella abortus,Cutibacterium acnes,0.2218
Brucella abortus,Listeria monocytogenes,0.2164
Brucella abortus,Enterococcus faecium,0.2245
Brucella abortus,Stenotrophomonas maltophilia,0.233
Brucella abortus,Enterobacter aerogenes,0.2089
Brucella abortus,E. cloacae,0.2121
Brucella abortus,Acinetobacter baumannii,0.1997
Brucella abortus,Streptococcus hemolyticus,0.2241
Brucella abortus,Proteus mirabilis,0.2122
Brucella abortus,Burkholderia pseudomallei,0.2225
Brucella abortus,C. difficile,0.2049
Brucella abortus,Staphylococcus epidermidis,0.2194
Brucella abortus,Pseudomonas aeruginosa,0.2308
Brucella abortus,Streptococcus agalactiae,0.2277
Brucella abortus,Morganella morganii,0.2171
Brucella abortus,Kingella kingae,0.1982
Brucella abortus,Eikenella corrodens,0.2138
Brucella abortus,Cardiobacterium hominis,0.1879
Brucella abortus,Aggregatibacter actinomycetemcomitans,0.2179
Brucella abortus,Haemophilus parainfluenzae,0.2205
Brucella abortus,Enterococcus faecalis,0.2125
Brucella abortus,G Streptococcus,0.2247
Brucella abortus,Salmonella enterica,0.2116
Brucella abortus,Shigella dysenteriae,0.2136
Brucella abortus,Staphylococcus lugdunensis,0.2165
Brucella abortus,Staphylococcus saprophyticus,0.2131
Brucella abortus,Chlamydophila pneumoniae,0.276
Brucella abortus,Mycoplasma pneumoniae,0.2658
Brucella abortus,Gardnerella vaginalis,0.2471
Brucella abortus,Campylobacter spp,0.2172
Brucella abortus,Legionella pneumophila,0.2085
Brucella abortus,Clostridium septicum,0.2044
Brucella abortus,Clostridium perfringens,0.2053
Brucella abortus,C. trachomatis,0.2557
Brucella abortus,Prevotella bivia,0.2618
Brucella abortus,Streptococcus pyogenes,0.2241
Brucella abortus,Neisseria meningitidis,0.2089
Brucella abortus,S. ParatyphiA,0.2116
Brucella abortus,S.Typhi,0.2116
Brucella abortus,Klebsiella pneumoniae,0.2192
Brucella abortus,E. coli,0.2116
Brucella abortus,Neisseria gonorrhoeae,0.2098
Brucella abortus,Staphylococcus aureus,0.2138
Brucella abortus,Brucella melitensis,0.0029
Brucella abortus,Moraxella catarrhalis,0.1932
Brucella abortus,Haemophilus influenzae,0.2189
Brucella abortus,Streptococcus pneumoniae,0.2288
Brucella abortus,V. cholerae,0.2117
Moraxella catarrhalis,Enterobacter gergoviae,0.164
Moraxella catarrhalis,Mycobacterium fortuitum,0.2381
Moraxella catarrhalis,M. abscessus,0.2261
Moraxella catarrhalis,Staphylococcus intermedius,0.2427
Moraxella catarrhalis,Streptococcus constellatus,0.2383
Moraxella catarrhalis,Streptococcus anginosus,0.2394
Moraxella catarrhalis,Streptobacillus moniliformis,0.2593
Moraxella catarrhalis,Spirillum minus,0.2593
Moraxella catarrhalis,Capnocytophaga canimorsus,0.2464
Moraxella catarrhalis,Pasteurella multocida,0.1704
Moraxella catarrhalis,Ureaplasma urealyticum,0.2805
Moraxella catarrhalis,Cutibacterium acnes,0.244
Moraxella catarrhalis,Listeria monocytogenes,0.2398
Moraxella catarrhalis,Enterococcus faecium,0.2424
Moraxella catarrhalis,Stenotrophomonas maltophilia,0.17
Moraxella catarrhalis,Enterobacter aerogenes,0.1659
Moraxella catarrhalis,E. cloacae,0.1662
Moraxella catarrhalis,Acinetobacter baumannii,0.1653
Moraxella catarrhalis,Streptococcus hemolyticus,0.2352
Moraxella catarrhalis,Proteus mirabilis,0.1708
Moraxella catarrhalis,Burkholderia pseudomallei,0.1974
Moraxella catarrhalis,C. difficile,0.2536
Moraxella catarrhalis,Staphylococcus epidermidis,0.2427
Moraxella catarrhalis,Pseudomonas aeruginosa,0.1461
Moraxella catarrhalis,Streptococcus agalactiae,0.2379
Moraxella catarrhalis,Morganella morganii,0.1705
Moraxella catarrhalis,Kingella kingae,0.2092
Moraxella catarrhalis,Eikenella corrodens,0.1875
Moraxella catarrhalis,Cardiobacterium hominis,0.1718
Moraxella catarrhalis,Aggregatibacter actinomycetemcomitans,0.1608
Moraxella catarrhalis,Haemophilus parainfluenzae,0.1688
Moraxella catarrhalis,Enterococcus faecalis,0.2413
Moraxella catarrhalis,G Streptococcus,0.2331
Moraxella catarrhalis,Salmonella enterica,0.1607
Moraxella catarrhalis,Shigella dysenteriae,0.1704
Moraxella catarrhalis,Staphylococcus lugdunensis,0.2423
Moraxella catarrhalis,Staphylococcus saprophyticus,0.2459
Moraxella catarrhalis,Chlamydophila pneumoniae,0.2895
Moraxella catarrhalis,Mycoplasma pneumoniae,0.2891
Moraxella catarrhalis,Gardnerella vaginalis,0.2554
Moraxella catarrhalis,Campylobacter spp,0.2374
Moraxella catarrhalis,Legionella pneumophila,0.1656
Moraxella catarrhalis,Clostridium septicum,0.2496
Moraxella catarrhalis,Clostridium perfringens,0.2506
Moraxella catarrhalis,C. trachomatis,0.2733
Moraxella catarrhalis,Prevotella bivia,0.2805
Moraxella catarrhalis,Streptococcus pyogenes,0.2352
Moraxella catarrhalis,Neisseria meningitidis,0.1649
Moraxella catarrhalis,S. ParatyphiA,0.1607
Moraxella catarrhalis,S.Typhi,0.1607
Moraxella catarrhalis,Klebsiella pneumoniae,0.1659
Moraxella catarrhalis,E. coli,0.1684
Moraxella catarrhalis,Neisseria gonorrhoeae,0.1744
Moraxella catarrhalis,Staphylococcus aureus,0.2442
Moraxella catarrhalis,Brucella melitensis,0.1931
Moraxella catarrhalis,Brucella abortus,0.1932
Moraxella catarrhalis,Haemophilus influenzae,0.1605
Moraxella catarrhalis,Streptococcus pneumoniae,0.2361
Moraxella catarrhalis,V. cholerae,0.1651
Haemophilus influenzae,Haemophilus influenzae,0
Haemophilus influenzae,Enterobacter agglomerans,0.1522
Haemophilus influenzae,Enterobacter gergoviae,0.1512
Haemophilus influenzae,Mycobacterium fortuitum,0.2434
Haemophilus influenzae,M. abscessus,0.2411
Haemophilus influenzae,Staphylococcus intermedius,0.2487
Haemophilus influenzae,Streptococcus constellatus,0.2558
Haemophilus influenzae,Streptococcus anginosus,0.2519
Haemophilus influenzae,Streptobacillus moniliformis,0.2834
Haemophilus influenzae,Spirillum minus,0.2834
Haemophilus influenzae,Capnocytophaga canimorsus,0.2669
Haemophilus influenzae,Pasteurella multocida,0.1847
Haemophilus influenzae,Ureaplasma urealyticum,0.2755
Haemophilus influenzae,Cutibacterium acnes,0.2511
Haemophilus influenzae,Listeria monocytogenes,0.2466
Haemophilus influenzae,Enterococcus faecium,0.2571
Haemophilus influenzae,Stenotrophomonas maltophilia,0.1805
Haemophilus influenzae,Enterobacter aerogenes,0.1481
Haemophilus influenzae,E. cloacae,0.1409
Haemophilus influenzae,Acinetobacter baumannii,0.203
Haemophilus influenzae,Streptococcus hemolyticus,0.25
Haemophilus influenzae,Proteus mirabilis,0.1819
Haemophilus influenzae,Burkholderia pseudomallei,0.1904
Haemophilus influenzae,C. difficile,0.2531
Haemophilus influenzae,Staphylococcus epidermidis,0.2483
Haemophilus influenzae,Pseudomonas aeruginosa,0.1596
Haemophilus influenzae,Streptococcus agalactiae,0.2532
Haemophilus influenzae,Morganella morganii,0.1607
Haemophilus influenzae,Kingella kingae,0.1559
Haemophilus influenzae,Eikenella corrodens,0.1622
Haemophilus influenzae,Cardiobacterium hominis,0.1653
Haemophilus influenzae,Aggregatibacter actinomycetemcomitans,0.1813
Haemophilus influenzae,Haemophilus parainfluenzae,0.1789
Haemophilus influenzae,Enterococcus faecalis,0.251
Haemophilus influenzae,G Streptococcus,0.2495
Haemophilus influenzae,Salmonella enterica,0.1588
Haemophilus influenzae,Shigella dysenteriae,0.1471
Haemophilus influenzae,Staphylococcus lugdunensis,0.2454
Haemophilus influenzae,Staphylococcus saprophyticus,0.2401
Haemophilus influenzae,Chlamydophila pneumoniae,0.2905
Haemophilus influenzae,Mycoplasma pneumoniae,0.2932
Haemophilus influenzae,Gardnerella vaginalis,0.2614
Haemophilus influenzae,Campylobacter spp,0.2439
Haemophilus influenzae,Legionella pneumophila,0.1639
Haemophilus influenzae,Clostridium septicum,0.2551
Haemophilus influenzae,Clostridium perfringens,0.2533
Haemophilus influenzae,C. trachomatis,0.2746
Haemophilus influenzae,Prevotella bivia,0.2771
Haemophilus influenzae,Streptococcus pyogenes,0.25
Haemophilus influenzae,Neisseria meningitidis,0.131
Haemophilus influenzae,S. ParatyphiA,0.1588
Haemophilus influenzae,S.Typhi,0.1588
Haemophilus influenzae,Klebsiella pneumoniae,0.1628
Haemophilus influenzae,E. coli,0.1475
Haemophilus influenzae,Neisseria gonorrhoeae,0.1402
Haemophilus influenzae,Staphylococcus aureus,0.2432
Haemophilus influenzae,Brucella melitensis,0.2146
Haemophilus influenzae,Brucella abortus,0.2189
Haemophilus influenzae,Moraxella catarrhalis,0.1605
Haemophilus influenzae,Streptococcus pneumoniae,0.2494
Haemophilus influenzae,V. cholerae,0.1723
Streptococcus pneumoniae,Streptococcus pneumoniae,0
Streptococcus pneumoniae,Enterobacter agglomerans,0.2443
Streptococcus pneumoniae,Enterobacter gergoviae,0.2423
Streptococcus pneumoniae,Mycobacterium fortuitum,0.2207
Streptococcus pneumoniae,M. abscessus,0.2221
Streptococcus pneumoniae,Staphylococcus intermedius,0.1655
Streptococcus pneumoniae,Streptococcus constellatus,0.1602
Streptococcus pneumoniae,Streptococcus anginosus,0.1822
Streptococcus pneumoniae,Streptobacillus moniliformis,0.2595
Streptococcus pneumoniae,Spirillum minus,0.2595
Streptococcus pneumoniae,Capnocytophaga canimorsus,0.2316
Streptococcus pneumoniae,Pasteurella multocida,0.25
Streptococcus pneumoniae,Ureaplasma urealyticum,0.253
Streptococcus pneumoniae,Cutibacterium acnes,0.2245
Streptococcus pneumoniae,Listeria monocytogenes,0.1441
Streptococcus pneumoniae,Enterococcus faecium,0.1713
Streptococcus pneumoniae,Stenotrophomonas maltophilia,0.2599
Streptococcus pneumoniae,Enterobacter aerogenes,0.2486
Streptococcus pneumoniae,E. cloacae,0.2394
Streptococcus pneumoniae,Acinetobacter baumannii,0.2344
Streptococcus pneumoniae,Streptococcus hemolyticus,0.1536
Streptococcus pneumoniae,Proteus mirabilis,0.2455
Streptococcus pneumoniae,Burkholderia pseudomallei,0.2576
Streptococcus pneumoniae,C. difficile,0.2078
Streptococcus pneumoniae,Staphylococcus epidermidis,0.1623
Streptococcus pneumoniae,Pseudomonas aeruginosa,0.25
Streptococcus pneumoniae,Streptococcus agalactiae,0.1623
Streptococcus pneumoniae,Morganella morganii,0.2641
Streptococcus pneumoniae,Kingella kingae,0.2403
Streptococcus pneumoniae,Eikenella corrodens,0.2546
Streptococcus pneumoniae,Cardiobacterium hominis,0.2475
Streptococcus pneumoniae,Aggregatibacter actinomycetemcomitans,0.2565
Streptococcus pneumoniae,Haemophilus parainfluenzae,0.2543
Streptococcus pneumoniae,Enterococcus faecalis,0.1799
Streptococcus pneumoniae,G Streptococcus,0.1501
Streptococcus pneumoniae,Salmonella enterica,0.2407
Streptococcus pneumoniae,Shigella dysenteriae,0.239
Streptococcus pneumoniae,Staphylococcus lugdunensis,0.2025
Streptococcus pneumoniae,Staphylococcus saprophyticus,0.1879
Streptococcus pneumoniae,Chlamydophila pneumoniae,0.275
Streptococcus pneumoniae,Mycoplasma pneumoniae,0.2567
Streptococcus pneumoniae,Gardnerella vaginalis,0.2439
Streptococcus pneumoniae,Campylobacter spp,0.2619
Streptococcus pneumoniae,Legionella pneumophila,0.2544
Streptococcus pneumoniae,Clostridium septicum,0.205
Streptococcus pneumoniae,Clostridium perfringens,0.2071
Streptococcus pneumoniae,C. trachomatis,0.2695
Streptococcus pneumoniae,Prevotella bivia,0.267
Streptococcus pneumoniae,Streptococcus pyogenes,0.1536
Streptococcus pneumoniae,Neisseria meningitidis,0.2378
Streptococcus pneumoniae,S. ParatyphiA,0.2407
Streptococcus pneumoniae,S.Typhi,0.2407
Streptococcus pneumoniae,Klebsiella pneumoniae,0.2427
Streptococcus pneumoniae,E. coli,0.24
Streptococcus pneumoniae,Neisseria gonorrhoeae,0.2363
Streptococcus pneumoniae,Staphylococcus aureus,0.2055
Streptococcus pneumoniae,Brucella melitensis,0.2292
Streptococcus pneumoniae,Brucella abortus,0.2288
Streptococcus pneumoniae,Moraxella catarrhalis,0.2361
Streptococcus pneumoniae,Haemophilus influenzae,0.2494
Streptococcus pneumoniae,V. cholerae,0.242
V. cholerae,V. cholerae,0
V. cholerae,Enterobacter agglomerans,0.1779
V. cholerae,Enterobacter gergoviae,0.1686
